<<<<<<< HEAD
timestamp,motion_detected,temperature_c,humidity_pct,audio_detected
2026-06-17 09:06:08,False,30.1,74.8,1
2026-06-17 09:06:19,False,30.1,75.3,1
2026-06-17 09:06:29,True,30.1,75.1,1
2026-06-17 09:06:39,False,30.1,75.0,1
2026-06-17 09:06:49,False,30.1,74.9,1
2026-06-17 09:07:00,False,30.1,74.9,1
2026-06-17 09:07:10,False,30.1,75.0,1
2026-06-17 09:07:20,False,30.1,75.0,1
2026-06-17 09:07:30,False,30.1,74.9,1
2026-06-17 09:07:43,False,30.1,74.9,1
2026-06-17 09:07:53,False,30.1,75.0,1
2026-06-17 09:08:03,False,30.1,75.0,1
2026-06-17 09:08:16,False,30.1,75.0,1
2026-06-17 09:08:26,False,30.1,74.9,1
2026-06-17 09:08:36,False,30.1,74.9,1
2026-06-17 09:08:47,False,30.1,75.0,1
2026-06-17 09:08:57,False,30.1,75.0,1
2026-06-17 09:09:07,False,30.1,75.0,1
2026-06-17 09:09:17,False,30.1,74.9,1
2026-06-17 09:09:28,False,30.1,74.9,1
2026-06-17 09:09:38,False,30.1,74.9,1
2026-06-17 09:09:48,False,30.1,74.9,1
2026-06-17 09:09:58,False,30.1,74.9,1
2026-06-17 09:10:09,False,30.1,74.9,1
2026-06-17 09:10:19,True,30.1,74.9,1
2026-06-17 09:10:29,False,30.1,79.8,1
2026-06-17 09:10:40,True,30.2,84.4,1
2026-06-17 09:10:50,False,30.2,85.8,1
2026-06-17 09:11:00,False,30.3,93.2,1
2026-06-17 09:11:10,False,30.5,93.3,1
2026-06-17 09:11:21,False,30.6,93.8,1
2026-06-17 09:11:31,False,30.7,93.8,1
2026-06-17 09:11:41,False,30.9,92.3,1
2026-06-17 09:11:51,False,31.0,92.9,1
2026-06-17 09:12:02,False,31.1,95.5,1
2026-06-17 09:12:12,False,31.1,83.0,1
2026-06-17 09:12:22,False,31.1,76.5,1
2026-06-17 09:12:32,False,31.1,75.0,1
2026-06-17 09:12:43,False,31.0,74.2,1
2026-06-17 09:12:53,False,31.0,73.8,1
2026-06-17 09:13:03,False,30.9,73.7,1
2026-06-17 09:13:13,False,30.9,73.7,1
2026-06-17 09:13:24,False,30.8,73.9,1
2026-06-17 09:13:34,False,30.8,74.0,1
2026-06-17 09:13:46,False,30.7,74.0,1
2026-06-17 09:13:57,False,30.7,73.9,1
2026-06-17 09:14:07,False,30.6,74.0,1
2026-06-17 09:14:17,False,30.6,74.1,1
=======
timestamp,motion_detected,temperature_c,humidity_pct,audio_detected
2026-06-17 09:06:08,False,30.1,74.8,1
2026-06-17 09:06:19,False,30.1,75.3,1
2026-06-17 09:06:29,True,30.1,75.1,1
2026-06-17 09:06:39,False,30.1,75.0,1
2026-06-17 09:06:49,False,30.1,74.9,1
2026-06-17 09:07:00,False,30.1,74.9,1
2026-06-17 09:07:10,False,30.1,75.0,1
2026-06-17 09:07:20,False,30.1,75.0,1
2026-06-17 09:07:30,False,30.1,74.9,1
2026-06-17 09:07:43,False,30.1,74.9,1
2026-06-17 09:07:53,False,30.1,75.0,1
2026-06-17 09:08:03,False,30.1,75.0,1
2026-06-17 09:08:16,False,30.1,75.0,1
2026-06-17 09:08:26,False,30.1,74.9,1
2026-06-17 09:08:36,False,30.1,74.9,1
2026-06-17 09:08:47,False,30.1,75.0,1
2026-06-17 09:08:57,False,30.1,75.0,1
2026-06-17 09:09:07,False,30.1,75.0,1
2026-06-17 09:09:17,False,30.1,74.9,1
2026-06-17 09:09:28,False,30.1,74.9,1
2026-06-17 09:09:38,False,30.1,74.9,1
2026-06-17 09:09:48,False,30.1,74.9,1
2026-06-17 09:09:58,False,30.1,74.9,1
2026-06-17 09:10:09,False,30.1,74.9,1
2026-06-17 09:10:19,True,30.1,74.9,1
2026-06-17 09:10:29,False,30.1,79.8,1
2026-06-17 09:10:40,True,30.2,84.4,1
2026-06-17 09:10:50,False,30.2,85.8,1
2026-06-17 09:11:00,False,30.3,93.2,1
2026-06-17 09:11:10,False,30.5,93.3,1
2026-06-17 09:11:21,False,30.6,93.8,1
2026-06-17 09:11:31,False,30.7,93.8,1
2026-06-17 09:11:41,False,30.9,92.3,1
2026-06-17 09:11:51,False,31.0,92.9,1
2026-06-17 09:12:02,False,31.1,95.5,1
2026-06-17 09:12:12,False,31.1,83.0,1
2026-06-17 09:12:22,False,31.1,76.5,1
2026-06-17 09:12:32,False,31.1,75.0,1
2026-06-17 09:12:43,False,31.0,74.2,1
2026-06-17 09:12:53,False,31.0,73.8,1
2026-06-17 09:13:03,False,30.9,73.7,1
2026-06-17 09:13:13,False,30.9,73.7,1
2026-06-17 09:13:24,False,30.8,73.9,1
2026-06-17 09:13:34,False,30.8,74.0,1
2026-06-17 09:13:46,False,30.7,74.0,1
2026-06-17 09:13:57,False,30.7,73.9,1
2026-06-17 09:14:07,False,30.6,74.0,1
2026-06-17 09:14:17,False,30.6,74.1,1
>>>>>>> da24f02e283a09365ce1fcd62d2aa6723e3b3eef
