<<<<<<< HEAD
timestamp,motion_detected,temperature_c,humidity_pct,audio_detected,occupancy_predicted
2026-06-25 16:26:10,False,28.6,80.2,1,1
2026-06-25 16:26:26,False,28.4,81.0,1,1
2026-06-25 16:26:36,False,28.4,81.0,1,1
2026-06-25 16:26:47,False,28.4,81.0,1,1
2026-06-25 16:26:57,False,28.4,81.0,1,1
2026-06-25 16:27:07,False,28.4,81.0,1,1
2026-06-25 16:27:17,False,28.4,81.0,1,1
2026-06-25 16:27:28,False,28.4,81.0,1,1
2026-06-25 16:27:38,False,28.4,81.0,1,1
2026-06-25 16:27:51,False,28.4,81.0,1,1
2026-06-25 16:28:01,False,28.4,81.0,1,1
2026-06-25 16:28:11,False,28.4,81.0,1,1
2026-06-25 16:28:22,False,28.4,81.0,1,1
2026-06-25 16:28:32,False,28.4,81.0,1,1
2026-06-25 16:28:42,False,28.4,81.0,1,1
2026-06-25 16:28:52,False,28.4,81.0,1,1
2026-06-25 16:29:03,False,28.4,81.0,1,1
2026-06-25 16:29:13,False,28.4,81.0,1,1
2026-06-25 16:29:23,False,28.4,81.0,1,1
2026-06-25 16:29:34,False,28.4,81.0,1,1
=======
timestamp,motion_detected,temperature_c,humidity_pct,audio_detected,occupancy_predicted
2026-06-25 16:26:10,False,28.6,80.2,1,1
2026-06-25 16:26:26,False,28.4,81.0,1,1
2026-06-25 16:26:36,False,28.4,81.0,1,1
2026-06-25 16:26:47,False,28.4,81.0,1,1
2026-06-25 16:26:57,False,28.4,81.0,1,1
2026-06-25 16:27:07,False,28.4,81.0,1,1
2026-06-25 16:27:17,False,28.4,81.0,1,1
2026-06-25 16:27:28,False,28.4,81.0,1,1
2026-06-25 16:27:38,False,28.4,81.0,1,1
2026-06-25 16:27:51,False,28.4,81.0,1,1
2026-06-25 16:28:01,False,28.4,81.0,1,1
2026-06-25 16:28:11,False,28.4,81.0,1,1
2026-06-25 16:28:22,False,28.4,81.0,1,1
2026-06-25 16:28:32,False,28.4,81.0,1,1
2026-06-25 16:28:42,False,28.4,81.0,1,1
2026-06-25 16:28:52,False,28.4,81.0,1,1
2026-06-25 16:29:03,False,28.4,81.0,1,1
2026-06-25 16:29:13,False,28.4,81.0,1,1
2026-06-25 16:29:23,False,28.4,81.0,1,1
2026-06-25 16:29:34,False,28.4,81.0,1,1
>>>>>>> da24f02e283a09365ce1fcd62d2aa6723e3b3eef
