<<<<<<< HEAD
timestamp,motion_detected,temperature_c,humidity_pct,audio_detected
2026-06-17 09:16:29,False,30.6,74.3,1
2026-06-17 09:16:39,False,30.4,76.3,1
2026-06-17 09:16:50,True,30.5,82.6,1
2026-06-17 09:17:00,False,30.5,84.4,1
2026-06-17 09:17:10,True,30.7,80.8,1
2026-06-17 09:17:23,False,30.8,80.6,1
2026-06-17 09:17:33,True,30.8,78.8,1
2026-06-17 09:17:43,False,30.9,80.1,1
2026-06-17 09:17:53,False,31.0,80.8,1
2026-06-17 09:18:04,True,31.1,77.5,1
2026-06-17 09:18:14,False,31.1,74.5,1
2026-06-17 09:18:24,False,31.1,74.0,1
2026-06-17 09:18:34,False,31.2,74.4,1
2026-06-17 09:18:45,True,31.3,73.2,1
2026-06-17 09:18:55,False,31.2,72.6,1
2026-06-17 09:19:05,True,31.2,72.4,1
2026-06-17 09:19:15,False,31.1,72.6,1
2026-06-17 09:19:26,True,31.1,72.6,1
2026-06-17 09:19:36,False,31.0,72.9,1
2026-06-17 09:19:46,True,30.9,72.9,1
2026-06-17 09:19:57,False,30.9,73.3,1
2026-06-17 09:20:07,False,30.9,81.1,1
2026-06-17 09:20:17,False,31.0,86.2,1
2026-06-17 09:20:27,False,31.1,87.2,1
2026-06-17 09:20:38,False,31.1,80.5,1
2026-06-17 09:20:48,False,31.1,75.7,1
2026-06-17 09:20:58,False,31.1,74.3,1
2026-06-17 09:21:08,False,31.0,73.5,1
2026-06-17 09:21:19,False,31.1,73.5,1
2026-06-17 09:21:29,False,31.0,73.4,1
2026-06-17 09:21:39,False,31.0,73.4,1
2026-06-17 09:21:49,False,30.9,73.6,1
2026-06-17 09:22:00,False,30.9,73.4,1
2026-06-17 09:22:10,False,30.8,73.5,1
2026-06-17 09:22:20,False,30.8,73.5,1
2026-06-17 09:22:30,False,30.7,73.7,1
2026-06-17 09:22:41,False,30.7,73.8,1
2026-06-17 09:22:51,False,30.7,74.0,1
2026-06-17 09:23:01,False,30.6,73.9,1
2026-06-17 09:23:11,False,30.6,73.9,1
2026-06-17 09:23:22,False,30.6,74.0,1
2026-06-17 09:23:34,False,30.6,74.0,1
2026-06-17 09:23:44,False,30.6,74.0,1
2026-06-17 09:23:55,False,30.5,74.1,1
2026-06-17 09:24:05,False,30.5,74.2,1
2026-06-17 09:24:15,False,30.5,74.4,1
2026-06-17 09:24:28,False,30.5,74.3,1
2026-06-17 09:24:38,False,30.5,74.2,1
=======
timestamp,motion_detected,temperature_c,humidity_pct,audio_detected
2026-06-17 09:16:29,False,30.6,74.3,1
2026-06-17 09:16:39,False,30.4,76.3,1
2026-06-17 09:16:50,True,30.5,82.6,1
2026-06-17 09:17:00,False,30.5,84.4,1
2026-06-17 09:17:10,True,30.7,80.8,1
2026-06-17 09:17:23,False,30.8,80.6,1
2026-06-17 09:17:33,True,30.8,78.8,1
2026-06-17 09:17:43,False,30.9,80.1,1
2026-06-17 09:17:53,False,31.0,80.8,1
2026-06-17 09:18:04,True,31.1,77.5,1
2026-06-17 09:18:14,False,31.1,74.5,1
2026-06-17 09:18:24,False,31.1,74.0,1
2026-06-17 09:18:34,False,31.2,74.4,1
2026-06-17 09:18:45,True,31.3,73.2,1
2026-06-17 09:18:55,False,31.2,72.6,1
2026-06-17 09:19:05,True,31.2,72.4,1
2026-06-17 09:19:15,False,31.1,72.6,1
2026-06-17 09:19:26,True,31.1,72.6,1
2026-06-17 09:19:36,False,31.0,72.9,1
2026-06-17 09:19:46,True,30.9,72.9,1
2026-06-17 09:19:57,False,30.9,73.3,1
2026-06-17 09:20:07,False,30.9,81.1,1
2026-06-17 09:20:17,False,31.0,86.2,1
2026-06-17 09:20:27,False,31.1,87.2,1
2026-06-17 09:20:38,False,31.1,80.5,1
2026-06-17 09:20:48,False,31.1,75.7,1
2026-06-17 09:20:58,False,31.1,74.3,1
2026-06-17 09:21:08,False,31.0,73.5,1
2026-06-17 09:21:19,False,31.1,73.5,1
2026-06-17 09:21:29,False,31.0,73.4,1
2026-06-17 09:21:39,False,31.0,73.4,1
2026-06-17 09:21:49,False,30.9,73.6,1
2026-06-17 09:22:00,False,30.9,73.4,1
2026-06-17 09:22:10,False,30.8,73.5,1
2026-06-17 09:22:20,False,30.8,73.5,1
2026-06-17 09:22:30,False,30.7,73.7,1
2026-06-17 09:22:41,False,30.7,73.8,1
2026-06-17 09:22:51,False,30.7,74.0,1
2026-06-17 09:23:01,False,30.6,73.9,1
2026-06-17 09:23:11,False,30.6,73.9,1
2026-06-17 09:23:22,False,30.6,74.0,1
2026-06-17 09:23:34,False,30.6,74.0,1
2026-06-17 09:23:44,False,30.6,74.0,1
2026-06-17 09:23:55,False,30.5,74.1,1
2026-06-17 09:24:05,False,30.5,74.2,1
2026-06-17 09:24:15,False,30.5,74.4,1
2026-06-17 09:24:28,False,30.5,74.3,1
2026-06-17 09:24:38,False,30.5,74.2,1
>>>>>>> da24f02e283a09365ce1fcd62d2aa6723e3b3eef
